uri	original	en	language	translation	source	date
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7	engage public in research	en	ar	إشراك الجمهور في البحث //n//m//f	googleTranslate	2021-10-09 12:41:03.533000
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7	engage public in research	en	is	stunda almenning í rannsóknum //n//m//f	googleTranslate	2021-10-09 12:41:25.439362
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7	engage public in research	en	ga	dul i mbun an phobail i dtaighde //n//m//f	googleTranslate	2021-10-09 12:41:32.033906
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7	engage public in research	en	no	engasjere publikum i forskning //n//m//f	googleTranslate	2021-10-09 12:41:45.166408
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7	engage public in research	en	mt	jinvolvu lill-pubbliku fir-riċerka //n//m//f	googleTranslate	2021-10-09 12:41:52.866332
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	et	väärtustada uurimistulemusi tööstuses //n//m//f	googleTranslate	2021-10-09 12:42:02.869540
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	de	Forschungsergebnisse in der Industrie aufwerten //n//m//f	googleTranslate	2021-10-09 12:42:08.226181
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	es	valorizar los resultados de la investigación en la industria //n//m//f	googleTranslate	2021-10-09 12:42:11.534325
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	pl	waloryzować wyniki badań w przemyśle //n//m//f	googleTranslate	2021-10-09 12:42:13.804360
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	lt	vertinti tyrimų rezultatus pramonėje //n//m//f	googleTranslate	2021-10-09 12:42:18.163379
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	sk	valorizovať výsledky výskumu v priemysle //n//m//f	googleTranslate	2021-10-09 12:42:20.491294
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	hr	valorisati rezultate istraživanja u industriji //n//m//f	googleTranslate	2021-10-09 12:42:22.818385
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	cs	zhodnoťte výsledky výzkumu v průmyslu //n//m//f	googleTranslate	2021-10-09 12:42:28.238436
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	ro	valorifica rezultatele cercetării în industrie //n//m//f	googleTranslate	2021-10-09 12:42:33.574403
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	ar	تثمين نتائج البحث في الصناعة //n//m//f	googleTranslate	2021-10-09 12:42:35.865716
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	fi	arvostamaan teollisuuden tutkimustuloksia //n//m//f	googleTranslate	2021-10-09 12:42:41.161885
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	fr	valoriser les résultats de la recherche dans l'industrie //n//m//f	googleTranslate	2021-10-09 12:42:45.468356
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	it	valorizzare i risultati della ricerca nell'industria //n//m//f	googleTranslate	2021-10-09 12:42:50.763184
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	nl	valoriseer onderzoeksresultaten in de industrie //n//m//f	googleTranslate	2021-10-09 12:42:55.033953
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	pt	valorizar os resultados da pesquisa na indústria //n//m//f	googleTranslate	2021-10-09 12:42:57.381826
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	is	meta niðurstöður rannsókna í iðnaði //n//m//f	googleTranslate	2021-10-09 12:42:59.693044
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	hu	értékelje az ipar kutatási eredményeit //n//m//f	googleTranslate	2021-10-09 12:43:04.015219
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	ga	luacháil a dhéanamh ar thorthaí taighde sa tionscal //n//m//f	googleTranslate	2021-10-09 12:43:06.338433
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	bg	оценяват резултатите от научните изследвания в индустрията //n//m//f	googleTranslate	2021-10-09 12:43:10.644941
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	lv	novērtēt pētījumu rezultātus rūpniecībā //n//m//f	googleTranslate	2021-10-09 12:43:12.989603
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	sv	värdera forskningsresultat inom industrin //n//m//f	googleTranslate	2021-10-09 12:43:15.301849
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	no	verdsette forskningsresultater i industrien //n//m//f	googleTranslate	2021-10-09 12:43:18.584518
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	el	αξιοποιεί τα ευρήματα της έρευνας στη βιομηχανία //n//m//f	googleTranslate	2021-10-09 12:43:21.912178
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	mt	tivvaluta s-sejbiet tar-riċerka fl-industrija //n//m//f	googleTranslate	2021-10-09 12:43:24.238416
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	sl	valorise raziskovalnih ugotovitev v industriji //n//m//f	googleTranslate	2021-10-09 12:43:26.521279
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in industry	en	da	værdsætte forskningsresultater i industrien //n//m//f	googleTranslate	2021-10-09 12:43:29.814606
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	et	väärtustada avaliku sektori uurimistulemusi //n//m//f	googleTranslate	2021-10-09 12:43:34.128059
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	de	Forschungsergebnisse im öffentlichen Sektor aufwerten //n//m//f	googleTranslate	2021-10-09 12:43:37.390953
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	es	Valorar los resultados de la investigación en el sector público //n//m//f	googleTranslate	2021-10-09 12:43:42.656588
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	pl	waloryzować wyniki badań w sektorze publicznym //n//m//f	googleTranslate	2021-10-09 12:43:46.937632
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	lt	vertinti viešojo sektoriaus tyrimų rezultatus //n//m//f	googleTranslate	2021-10-09 12:43:49.258708
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	sk	valorizovať výsledky výskumu vo verejnom sektore //n//m//f	googleTranslate	2021-10-09 12:43:54.547395
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	hr	valorisati rezultate istraživanja u javnom sektoru //n//m//f	googleTranslate	2021-10-09 12:43:59.884474
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	cs	zhodnoťte výsledky výzkumu ve veřejném sektoru //n//m//f	googleTranslate	2021-10-09 12:44:04.201453
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	ro	valorifica rezultatele cercetării în sectorul public //n//m//f	googleTranslate	2021-10-09 12:44:07.516140
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	ar	تثمين نتائج البحوث في القطاع العام //n//m//f	googleTranslate	2021-10-09 12:44:11.851408
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	fi	arvostamaan julkisen sektorin tutkimustuloksia //n//m//f	googleTranslate	2021-10-09 12:44:15.171653
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	fr	valoriser les résultats de la recherche dans le secteur public //n//m//f	googleTranslate	2021-10-09 12:44:18.476130
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	it	valorizzare i risultati della ricerca nel settore pubblico //n//m//f	googleTranslate	2021-10-09 12:44:21.772047
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	nl	valoriseer onderzoeksresultaten in de publieke sector //n//m//f	googleTranslate	2021-10-09 12:44:24.041563
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	pt	valorizar resultados de pesquisas no setor público //n//m//f	googleTranslate	2021-10-09 12:44:27.369572
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	is	meta niðurstöður rannsókna hjá hinu opinbera //n//m//f	googleTranslate	2021-10-09 12:44:31.691380
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	hu	értékelje a közszféra kutatási eredményeit //n//m//f	googleTranslate	2021-10-09 12:44:34.002753
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	ga	luacháil a dhéanamh ar thorthaí taighde san earnáil phoiblí //n//m//f	googleTranslate	2021-10-09 12:44:38.334610
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	bg	оценяват резултатите от изследванията в публичния сектор //n//m//f	googleTranslate	2021-10-09 12:44:40.630934
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	lv	novērtēt pētījumu rezultātus publiskajā sektorā //n//m//f	googleTranslate	2021-10-09 12:44:43.931581
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	sv	värdera forskningsresultat inom den offentliga sektorn //n//m//f	googleTranslate	2021-10-09 12:44:48.235552
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	no	verdsette forskningsresultater i offentlig sektor //n//m//f	googleTranslate	2021-10-09 12:44:53.524713
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	el	αξιοποιεί τα ευρήματα της έρευνας στο δημόσιο τομέα //n//m//f	googleTranslate	2021-10-09 12:44:55.847105
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	mt	tivvaluta s-sejbiet tar-riċerka fis-settur pubbliku //n//m//f	googleTranslate	2021-10-09 12:44:58.219971
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	sl	oceniti ugotovitve raziskav v javnem sektorju //n//m//f	googleTranslate	2021-10-09 12:45:01.526632
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	valorise research findings in the public sector	en	da	værdsætte forskningsresultater i den offentlige sektor //n//m//f	googleTranslate	2021-10-09 12:45:05.810654
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	ensure connection between research and industry	en	hr	osigurati vezu između istraživanja i industrije //n//m//f	googleTranslate	2021-10-09 12:45:32.008698
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	ensure connection between research and industry	en	ar	ضمان الاتصال بين البحث والصناعة //n//m//f	googleTranslate	2021-10-09 12:45:42.970856
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	ensure connection between research and industry	en	is	tryggja tengsl milli rannsókna og iðnaðar //n//m//f	googleTranslate	2021-10-09 12:46:06.826618
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	ensure connection between research and industry	en	ga	nasc idir taighde agus tionscal a chinntiú //n//m//f	googleTranslate	2021-10-09 12:46:16.486452
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	ensure connection between research and industry	en	no	sikre forbindelsen mellom forskning og industri //n//m//f	googleTranslate	2021-10-09 12:46:30.678174
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e	ensure connection between research and industry	en	mt	tiżgura konnessjoni bejn ir-riċerka u l-industrija //n//m//f	googleTranslate	2021-10-09 12:46:41.307078
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop motion capture software	en	hr	razviti softver za snimanje pokreta //n//m//f	googleTranslate	2021-10-09 12:47:15.093284
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop motion capture software	en	ar	تطوير برنامج التقاط الحركة //n//m//f	googleTranslate	2021-10-09 12:47:27.012664
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop motion capture software	en	is	þróa hugbúnað til að fanga hreyfingu //n//m//f	googleTranslate	2021-10-09 12:47:47.892554
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop motion capture software	en	ga	bogearraí gabhála gluaisne a fhorbairt //n//m//f	googleTranslate	2021-10-09 12:47:55.479351
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop motion capture software	en	no	utvikle programvare for bevegelsesopptak //n//m//f	googleTranslate	2021-10-09 12:48:10.782624
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop motion capture software	en	mt	tiżviluppa softwer għall-qbid tal-moviment //n//m//f	googleTranslate	2021-10-09 12:48:18.404540
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop OCR	en	hr	razviti OCR //n//m//f	googleTranslate	2021-10-09 12:48:50.296376
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop OCR	en	ar	تطوير التعرف الضوئي على الحروف //n//m//f	googleTranslate	2021-10-09 12:48:59.157435
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop OCR	en	is	þróa OCR //n//m//f	googleTranslate	2021-10-09 12:49:23.151829
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop OCR	en	ga	OCR a fhorbairt //n//m//f	googleTranslate	2021-10-09 12:49:31.757611
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop OCR	en	no	utvikle OCR //n//m//f	googleTranslate	2021-10-09 12:49:42.977504
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca	develop OCR	en	mt	tiżviluppa OCR //n//m//f	googleTranslate	2021-10-09 12:49:47.566700
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	et	andmefunktsiooni ekstraheerimine //n//m//f	googleTranslate	2021-10-09 12:50:00.489452
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	de	Extraktion von Datenmerkmalen //n//m//f	googleTranslate	2021-10-09 12:50:03.835267
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	es	extracción de características de datos //n//m//f	googleTranslate	2021-10-09 12:50:08.115231
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	pl	wyodrębnianie funkcji danych //n//m//f	googleTranslate	2021-10-09 12:50:12.466834
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	lt	duomenų savybės išgavimas //n//m//f	googleTranslate	2021-10-09 12:50:15.828401
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	sk	extrakcia dátových funkcií //n//m//f	googleTranslate	2021-10-09 12:50:20.133409
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	hr	izdvajanje značajki podataka //n//m//f	googleTranslate	2021-10-09 12:50:25.487325
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	cs	extrakce datových funkcí //n//m//f	googleTranslate	2021-10-09 12:50:28.834563
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	ro	extragerea caracteristicilor de date //n//m//f	googleTranslate	2021-10-09 12:50:31.133908
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	ar	استخراج ميزة البيانات //n//m//f	googleTranslate	2021-10-09 12:50:35.485289
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	fi	dataominaisuuden poiminta //n//m//f	googleTranslate	2021-10-09 12:50:37.813890
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	fr	extraction de caractéristiques de données //n//m//f	googleTranslate	2021-10-09 12:50:42.193616
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	it	estrazione delle caratteristiche dei dati //n//m//f	googleTranslate	2021-10-09 12:50:47.497284
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	nl	extractie van gegevensfuncties //n//m//f	googleTranslate	2021-10-09 12:50:52.821412
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	pt	extração de recursos de dados //n//m//f	googleTranslate	2021-10-09 12:50:56.110643
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	is	útdráttur gagnaeiginleika //n//m//f	googleTranslate	2021-10-09 12:51:00.439341
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	hu	adatjellemzők kinyerése //n//m//f	googleTranslate	2021-10-09 12:51:03.711555
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	ga	eastóscadh gné sonraí //n//m//f	googleTranslate	2021-10-09 12:51:06.031432
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	bg	извличане на функции за данни //n//m//f	googleTranslate	2021-10-09 12:51:09.387970
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	lv	datu ieguve //n//m//f	googleTranslate	2021-10-09 12:51:13.661838
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	sv	extrahering av datafunktioner //n//m//f	googleTranslate	2021-10-09 12:51:15.992838
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	no	ekstraksjon av datafunksjoner //n//m//f	googleTranslate	2021-10-09 12:51:19.330237
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	el	εξαγωγή χαρακτηριστικών δεδομένων //n//m//f	googleTranslate	2021-10-09 12:51:21.625571
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	mt	estrazzjoni tal-karatteristika tad-dejta //n//m//f	googleTranslate	2021-10-09 12:51:27.012466
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	sl	pridobivanje podatkovnih funkcij //n//m//f	googleTranslate	2021-10-09 12:51:32.336968
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature extraction	en	da	ekstraktion af datafunktioner //n//m//f	googleTranslate	2021-10-09 12:51:34.672629
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	et	andmefunktsiooni valik //n//m//f	googleTranslate	2021-10-09 12:51:39.956218
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	de	Auswahl von Datenmerkmalen //n//m//f	googleTranslate	2021-10-09 12:51:45.279008
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	es	selección de características de datos //n//m//f	googleTranslate	2021-10-09 12:51:49.579336
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	pl	wybór funkcji danych //n//m//f	googleTranslate	2021-10-09 12:51:54.879413
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	lt	duomenų ypatybių pasirinkimas //n//m//f	googleTranslate	2021-10-09 12:51:59.180499
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	sk	výber dátových funkcií //n//m//f	googleTranslate	2021-10-09 12:52:03.491911
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	hr	odabir značajke podataka //n//m//f	googleTranslate	2021-10-09 12:52:07.789141
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	cs	výběr datových funkcí //n//m//f	googleTranslate	2021-10-09 12:52:12.148735
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	ro	selectarea caracteristicilor de date //n//m//f	googleTranslate	2021-10-09 12:52:14.470112
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	ar	اختيار ميزة البيانات //n//m//f	googleTranslate	2021-10-09 12:52:17.759071
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	fi	dataominaisuuden valinta //n//m//f	googleTranslate	2021-10-09 12:52:21.073790
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	fr	sélection d'entités de données //n//m//f	googleTranslate	2021-10-09 12:52:26.342278
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	it	selezione delle caratteristiche dei dati //n//m//f	googleTranslate	2021-10-09 12:52:28.604778
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	nl	selectie van gegevensfuncties //n//m//f	googleTranslate	2021-10-09 12:52:32.886737
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	pt	seleção de recursos de dados //n//m//f	googleTranslate	2021-10-09 12:52:38.217372
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	is	val á gögnum //n//m//f	googleTranslate	2021-10-09 12:52:41.528347
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	hu	adatjellemzők kiválasztása //n//m//f	googleTranslate	2021-10-09 12:52:43.837862
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	ga	roghnú gné sonraí //n//m//f	googleTranslate	2021-10-09 12:52:47.144762
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	bg	избор на функция за данни //n//m//f	googleTranslate	2021-10-09 12:52:51.489780
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	lv	datu funkcijas izvēle //n//m//f	googleTranslate	2021-10-09 12:52:53.767994
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	sv	val av datafunktion //n//m//f	googleTranslate	2021-10-09 12:52:58.069091
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	no	valg av datafunksjoner //n//m//f	googleTranslate	2021-10-09 12:53:03.360001
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	el	επιλογή χαρακτηριστικών δεδομένων //n//m//f	googleTranslate	2021-10-09 12:53:06.645277
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	mt	għażla tal-karatteristika tad-dejta //n//m//f	googleTranslate	2021-10-09 12:53:09.963342
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	sl	izbira podatkovnih lastnosti //n//m//f	googleTranslate	2021-10-09 12:53:12.271085
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	data feature selection	en	da	valg af datafunktion //n//m//f	googleTranslate	2021-10-09 12:53:15.610068
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	et	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:17.907916
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	de	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:21.194841
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	es	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:26.486528
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	pl	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:30.807438
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	lt	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:35.117830
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	sk	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:40.449245
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775	t-SNE	en	hr	t-SNE //n//m//f	googleTranslate	2021-10-09 12:53:45.760119
