index	uri	original	en	language	translation	source	date
9303	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	lt	vidiniai protokolai dalijimuisi dokumentais //n//m//f	googleTranslate	2021-10-09 11:00:55.814295
9304	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	sk	interné protokoly na zdieľanie dokumentov //n//m//f	googleTranslate	2021-10-09 11:00:58.102863
9305	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	hr	interni protokoli za dijeljenje dokumenata //n//m//f	googleTranslate	2021-10-09 11:01:03.377312
9306	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	cs	interní protokoly pro sdílení dokumentů //n//m//f	googleTranslate	2021-10-09 11:01:07.697811
9307	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	ro	protocoale interne pentru partajarea documentelor //n//m//f	googleTranslate	2021-10-09 11:01:09.948859
9308	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	ar	البروتوكولات الداخلية لمشاركة المستندات //n//m//f	googleTranslate	2021-10-09 11:01:15.265578
9309	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	fi	asiakirjojen jakamista koskevat sisäiset protokollat //n//m//f	googleTranslate	2021-10-09 11:01:20.561040
9310	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	fr	protocoles internes pour le partage de documents //n//m//f	googleTranslate	2021-10-09 11:01:24.832066
9311	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	it	protocolli interni per la condivisione dei documenti //n//m//f	googleTranslate	2021-10-09 11:01:30.142626
9312	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	nl	interne protocollen voor het delen van documenten //n//m//f	googleTranslate	2021-10-09 11:01:32.450106
9313	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	pt	protocolos internos para compartilhamento de documentos //n//m//f	googleTranslate	2021-10-09 11:01:37.720474
9314	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	is	innri samskiptareglur fyrir miðlun skjala //n//m//f	googleTranslate	2021-10-09 11:01:39.987989
9315	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	hu	belső protokollok a dokumentummegosztáshoz //n//m//f	googleTranslate	2021-10-09 11:01:45.293322
9316	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	ga	prótacail inmheánacha maidir le comhroinnt doiciméad //n//m//f	googleTranslate	2021-10-09 11:01:48.583490
9317	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	bg	вътрешни протоколи за споделяне на документи //n//m//f	googleTranslate	2021-10-09 11:01:52.843830
9318	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	lv	iekšējie protokoli dokumentu koplietošanai //n//m//f	googleTranslate	2021-10-09 11:01:57.118189
9319	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	sv	interna protokoll för dokumentdelning //n//m//f	googleTranslate	2021-10-09 11:02:00.435172
9320	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	no	interne protokoller for deling av dokumenter //n//m//f	googleTranslate	2021-10-09 11:02:04.712038
9321	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	el	εσωτερικά πρωτόκολλα για κοινή χρήση εγγράφων //n//m//f	googleTranslate	2021-10-09 11:02:08.023134
9322	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	mt	protokolli interni għall-qsim tad-dokumenti //n//m//f	googleTranslate	2021-10-09 11:02:10.331180
9323	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	sl	notranji protokoli za skupno rabo dokumentov //n//m//f	googleTranslate	2021-10-09 11:02:14.638671
9324	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal protocols for document sharing	en	da	interne protokoller til deling af dokumenter //n//m//f	googleTranslate	2021-10-09 11:02:16.917174
9325	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	et	dokumendihalduse sisemised protseduurid //n//m//f	googleTranslate	2021-10-09 11:02:22.214099
9326	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	de	interne Verfahren für das Dokumentenmanagement //n//m//f	googleTranslate	2021-10-09 11:02:24.561752
9327	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	es	procedimientos internos para la gestión de documentos //n//m//f	googleTranslate	2021-10-09 11:02:27.878781
9328	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	pl	wewnętrzne procedury zarządzania dokumentami, //n//m//f	googleTranslate	2021-10-09 11:02:31.173890
9329	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	lt	vidines dokumentų tvarkymo procedūras //n//m//f	googleTranslate	2021-10-09 11:02:36.497644
9330	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	sk	interné postupy pre správu dokumentov //n//m//f	googleTranslate	2021-10-09 11:02:41.789491
9331	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	hr	interne procedure za upravljanje dokumentima //n//m//f	googleTranslate	2021-10-09 11:02:45.324938
9332	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	cs	interní postupy pro správu dokumentů //n//m//f	googleTranslate	2021-10-09 11:02:48.650368
9333	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	ro	proceduri interne pentru gestionarea documentelor //n//m//f	googleTranslate	2021-10-09 11:02:51.004380
9334	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	ar	الإجراءات الداخلية لإدارة الوثائق //n//m//f	googleTranslate	2021-10-09 11:02:54.267087
9335	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	fi	asiakirjojen hallinnan sisäiset menettelyt //n//m//f	googleTranslate	2021-10-09 11:02:57.541524
9336	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	fr	procédures internes de gestion des documents //n//m//f	googleTranslate	2021-10-09 11:03:00.873215
9337	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	it	procedure interne per la gestione documentale //n//m//f	googleTranslate	2021-10-09 11:03:05.152137
9338	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	nl	interne procedures voor documentbeheer //n//m//f	googleTranslate	2021-10-09 11:03:10.444337
9339	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	pt	procedimentos internos para gestão de documentos //n//m//f	googleTranslate	2021-10-09 11:03:13.807285
9340	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	is	innri verklagsreglur við skjalastjórnun //n//m//f	googleTranslate	2021-10-09 11:03:18.101874
9341	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	hu	dokumentumkezelés belső eljárásai //n//m//f	googleTranslate	2021-10-09 11:03:23.393734
9342	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	ga	nósanna imeachta inmheánacha maidir le bainistíocht doiciméad //n//m//f	googleTranslate	2021-10-09 11:03:27.709719
9343	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	bg	вътрешни процедури за управление на документи //n//m//f	googleTranslate	2021-10-09 11:03:32.047916
9344	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	lv	dokumentu pārvaldības iekšējās procedūras //n//m//f	googleTranslate	2021-10-09 11:03:34.302261
9345	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	sv	interna rutiner för dokumenthantering //n//m//f	googleTranslate	2021-10-09 11:03:37.619988
9346	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	no	interne prosedyrer for dokumenthåndtering //n//m//f	googleTranslate	2021-10-09 11:03:40.933617
9347	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	el	εσωτερικές διαδικασίες για τη διαχείριση εγγράφων //n//m//f	googleTranslate	2021-10-09 11:03:43.253931
9348	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	mt	proċeduri interni għall-immaniġġjar tad-dokumenti //n//m//f	googleTranslate	2021-10-09 11:03:45.516670
9349	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	sl	notranji postopki za upravljanje dokumentov //n//m//f	googleTranslate	2021-10-09 11:03:49.818680
9350	http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	internal procedures for document management	en	da	interne procedurer for dokumenthåndtering //n//m//f	googleTranslate	2021-10-09 11:03:55.162484
9351	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	et	teadustöö rahastamist //n//m//f	googleTranslate	2021-10-09 11:03:59.503368
9352	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	de	Forschungsgelder generieren //n//m//f	googleTranslate	2021-10-09 11:04:02.843223
9353	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	es	generar financiación para la investigación //n//m//f	googleTranslate	2021-10-09 11:04:07.116691
9354	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	pl	generować finansowanie badań //n//m//f	googleTranslate	2021-10-09 11:04:10.461244
9355	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	lt	gauti mokslinių tyrimų finansavimą //n//m//f	googleTranslate	2021-10-09 11:04:14.721554
9356	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	sk	generovať financovanie výskumu //n//m//f	googleTranslate	2021-10-09 11:04:20.006675
9357	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	hr	generirati financiranje istraživanja //n//m//f	googleTranslate	2021-10-09 11:04:22.278193
9358	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	cs	generovat financování výzkumu //n//m//f	googleTranslate	2021-10-09 11:04:26.586565
9359	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	ro	să genereze finanțare pentru cercetare //n//m//f	googleTranslate	2021-10-09 11:04:30.873150
9360	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	ar	توليد تمويل البحث //n//m//f	googleTranslate	2021-10-09 11:04:35.169493
9361	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	fi	tuottaa tutkimusrahoitusta //n//m//f	googleTranslate	2021-10-09 11:04:38.482254
9362	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	fr	générer des fonds de recherche //n//m//f	googleTranslate	2021-10-09 11:04:43.755783
9363	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	it	generare finanziamenti per la ricerca //n//m//f	googleTranslate	2021-10-09 11:04:48.006823
9364	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	nl	onderzoeksfinanciering genereren //n//m//f	googleTranslate	2021-10-09 11:04:52.317664
9365	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	pt	gerar financiamento de pesquisa //n//m//f	googleTranslate	2021-10-09 11:04:57.596975
9366	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	is	afla rannsóknarstyrks //n//m//f	googleTranslate	2021-10-09 11:04:59.935284
9367	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	hu	kutatási finanszírozást generálni //n//m//f	googleTranslate	2021-10-09 11:05:03.266162
9368	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	ga	maoiniú taighde a ghiniúint //n//m//f	googleTranslate	2021-10-09 11:05:06.586701
9369	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	bg	генериране на финансиране за научни изследвания //n//m//f	googleTranslate	2021-10-09 11:05:09.027356
9370	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	lv	iegūt pētniecības finansējumu //n//m//f	googleTranslate	2021-10-09 11:05:11.333590
9371	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	sv	generera forskningsfinansiering //n//m//f	googleTranslate	2021-10-09 11:05:16.646047
9372	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	no	generere forskningsmidler //n//m//f	googleTranslate	2021-10-09 11:05:22.025093
9373	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	el	να δημιουργήσει χρηματοδότηση για την έρευνα //n//m//f	googleTranslate	2021-10-09 11:05:26.347666
9374	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	mt	jiġġeneraw fondi għar-riċerka //n//m//f	googleTranslate	2021-10-09 11:05:28.653716
9375	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	sl	pridobivanje sredstev za raziskave //n//m//f	googleTranslate	2021-10-09 11:05:30.966947
9376	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	generate research funding	en	da	skabe forskningsmidler //n//m//f	googleTranslate	2021-10-09 11:05:36.270462
9377	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	apply for research grants	en	hr	prijaviti se za stipendije za istraživanje //n//m//f	googleTranslate	2021-10-09 11:06:03.427524
9378	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	apply for research grants	en	ar	التقدم بطلب للحصول على منح بحثية //n//m//f	googleTranslate	2021-10-09 11:06:13.266086
9379	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	apply for research grants	en	is	sækja um rannsóknarstyrki //n//m//f	googleTranslate	2021-10-09 11:06:34.018394
9380	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	apply for research grants	en	ga	iarratas a dhéanamh ar dheontais taighde //n//m//f	googleTranslate	2021-10-09 11:06:40.585423
9381	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	apply for research grants	en	no	søke om forskningstilskudd //n//m//f	googleTranslate	2021-10-09 11:07:00.877064
9382	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	apply for research grants	en	mt	japplikaw għal għotjiet għar-riċerka //n//m//f	googleTranslate	2021-10-09 11:07:05.520360
9383	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	et	uurimistoetuste taotluste eelnõud //n//m//f	googleTranslate	2021-10-09 11:07:17.384577
9384	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	de	Entwurf von Anträgen auf Forschungsstipendien //n//m//f	googleTranslate	2021-10-09 11:07:22.685242
9385	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	es	proyectos de solicitudes de subvenciones de investigación //n//m//f	googleTranslate	2021-10-09 11:07:24.946970
9386	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	pl	projekty wniosków o granty badawcze //n//m//f	googleTranslate	2021-10-09 11:07:29.223021
9387	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	lt	mokslinių tyrimų dotacijų paraiškų projektus //n//m//f	googleTranslate	2021-10-09 11:07:34.535433
9388	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	sk	návrhy žiadostí o granty na výskum //n//m//f	googleTranslate	2021-10-09 11:07:36.811318
9389	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	hr	nacrt aplikacija za dodjelu bespovratnih sredstava //n//m//f	googleTranslate	2021-10-09 11:07:39.108988
9390	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	cs	návrhy žádostí o granty na výzkum //n//m//f	googleTranslate	2021-10-09 11:07:41.415681
9391	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	ro	proiect de cereri de granturi de cercetare //n//m//f	googleTranslate	2021-10-09 11:07:43.733210
9392	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	ar	مسودة طلبات المنح البحثية //n//m//f	googleTranslate	2021-10-09 11:07:48.035527
9393	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	fi	luonnokset tutkimusapurahahakemuksiksi //n//m//f	googleTranslate	2021-10-09 11:07:52.391410
9394	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	fr	rédiger des demandes de subventions de recherche //n//m//f	googleTranslate	2021-10-09 11:07:54.673900
9395	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	it	bozze domande per assegni di ricerca //n//m//f	googleTranslate	2021-10-09 11:07:57.925944
9396	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	nl	aanvragen van onderzoekssubsidies //n//m//f	googleTranslate	2021-10-09 11:08:02.230538
9397	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	pt	rascunho de pedidos de bolsas de pesquisa //n//m//f	googleTranslate	2021-10-09 11:08:05.493938
9398	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	is	drög að umsóknum um rannsóknarstyrki //n//m//f	googleTranslate	2021-10-09 11:08:10.839460
9399	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	hu	kutatási támogatási kérelmek tervezete //n//m//f	googleTranslate	2021-10-09 11:08:16.147349
9400	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	ga	dréacht-iarratais ar dheontais taighde //n//m//f	googleTranslate	2021-10-09 11:08:19.453133
9401	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	bg	проекти за безвъзмездни средства за научни изследвания //n//m//f	googleTranslate	2021-10-09 11:08:24.761778
9402	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	lv	pētniecības grantu pieteikumu projektus //n//m//f	googleTranslate	2021-10-09 11:08:27.081166
9403	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	sv	utkast till ansökningar om forskningsbidrag //n//m//f	googleTranslate	2021-10-09 11:08:32.417505
9404	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	no	utkast til søknader om forskningsstipend //n//m//f	googleTranslate	2021-10-09 11:08:34.729251
9405	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	el	σχέδια αιτήσεων για επιχορηγήσεις έρευνας //n//m//f	googleTranslate	2021-10-09 11:08:38.043680
9406	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	mt	abbozzi ta 'applikazzjonijiet għal għotjiet ta' riċerka //n//m//f	googleTranslate	2021-10-09 11:08:41.373917
9407	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	sl	osnutki vlog za donacije za raziskave //n//m//f	googleTranslate	2021-10-09 11:08:44.749388
9408	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	draft research grants applications	en	da	udkast til ansøgninger om forskningstilskud //n//m//f	googleTranslate	2021-10-09 11:08:48.107442
9409	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	identify research grants	en	hr	identificirati bespovratna sredstva za istraživanje //n//m//f	googleTranslate	2021-10-09 11:09:14.314826
9410	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	identify research grants	en	ar	تحديد المنح البحثية //n//m//f	googleTranslate	2021-10-09 11:09:23.219338
9411	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	identify research grants	en	is	greina rannsóknarstyrki //n//m//f	googleTranslate	2021-10-09 11:09:49.182982
9412	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	identify research grants	en	ga	deontais taighde a aithint //n//m//f	googleTranslate	2021-10-09 11:09:58.726732
9413	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	identify research grants	en	no	identifisere forskningstilskudd //n//m//f	googleTranslate	2021-10-09 11:10:15.114918
9414	http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6	identify research grants	en	mt	tidentifika għotjiet għar-riċerka //n//m//f	googleTranslate	2021-10-09 11:10:23.689156
9415	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate scientific results to the public	en	hr	priopćiti javnosti znanstvene rezultate //n//m//f	googleTranslate	2021-10-09 11:10:55.367381
9416	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate scientific results to the public	en	ar	توصيل النتائج العلمية للجمهور //n//m//f	googleTranslate	2021-10-09 11:11:03.208164
9417	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate scientific results to the public	en	is	miðla vísindalegum niðurstöðum til almennings //n//m//f	googleTranslate	2021-10-09 11:11:24.003002
9418	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate scientific results to the public	en	ga	torthaí eolaíochta a chur in iúl don phobal //n//m//f	googleTranslate	2021-10-09 11:11:33.583850
9419	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate scientific results to the public	en	no	formidle vitenskapelige resultater til publikum //n//m//f	googleTranslate	2021-10-09 11:11:50.806935
9420	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate scientific results to the public	en	mt	tikkomunika r-riżultati xjentifiċi lill-pubbliku //n//m//f	googleTranslate	2021-10-09 11:11:55.447529
9421	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	support public understanding of science findings	en	hr	podržati razumijevanje javnosti znanstvenih nalaza //n//m//f	googleTranslate	2021-10-09 11:12:32.158194
9422	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	support public understanding of science findings	en	ar	دعم الفهم العام لنتائج العلوم //n//m//f	googleTranslate	2021-10-09 11:12:47.053862
9423	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	support public understanding of science findings	en	is	styðja skilning almennings á vísindaniðurstöðum //n//m//f	googleTranslate	2021-10-09 11:13:10.963485
9424	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	support public understanding of science findings	en	ga	tacú le tuiscint an phobail ar thorthaí eolaíochta //n//m//f	googleTranslate	2021-10-09 11:13:17.578303
9425	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	support public understanding of science findings	en	no	støtte offentlig forståelse av vitenskapelige funn //n//m//f	googleTranslate	2021-10-09 11:13:33.830382
9426	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	support public understanding of science findings	en	mt	tappoġġja l-fehim pubbliku tas-sejbiet tax-xjenza //n//m//f	googleTranslate	2021-10-09 11:13:43.432180
9427	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate publicly about scientific findings	en	hr	javno komunicirati o znanstvenim otkrićima //n//m//f	googleTranslate	2021-10-09 11:14:21.058632
9428	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate publicly about scientific findings	en	ar	التواصل علنًا حول النتائج العلمية //n//m//f	googleTranslate	2021-10-09 11:14:32.013802
9429	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate publicly about scientific findings	en	is	tjá sig opinberlega um vísindalegar niðurstöður //n//m//f	googleTranslate	2021-10-09 11:14:54.788711
9430	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate publicly about scientific findings	en	ga	cumarsáid a dhéanamh go poiblí faoi thorthaí eolaíochta //n//m//f	googleTranslate	2021-10-09 11:15:02.421496
9431	http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9	communicate publicly about scientific findings	en	no	kommunisere offentlig om vitenskapelige funn //n//m//f	googleTranslate	2021-10-09 11:15:18.852176
